Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Moved: garcia263 (distance: 243, speed: 5, health: 2)
Moved: cris264 (distance: 117, speed: 2, health: 5)
Moved: will266 (distance: 127, speed: 7, health: 2)
Moved: paoletti270 (distance: 122, speed: 5, health: 4)
Moved: darden271 (distance: 281, speed: 2, health: 5)
Moved: garcia272 (distance: 270, speed: 4, health: 3)
Moved: cris273 (distance: 146, speed: 7, health: 2)
Moved: bing274 (distance: 177, speed: 7, health: 2)
Moved: fee276 (distance: 265, speed: 2, health: 3)
Moved: noah277 (distance: 132, speed: 2, health: 3)
Moved: potatobot278 (distance: 65, speed: 2, health: 3)
Moved: darden280 (distance: 148, speed: 6, health: 5)
Moved: cris282 (distance: 246, speed: 2, health: 2)
Moved: bing283 (distance: 272, speed: 4, health: 1)
Moved: will284 (distance: 227, speed: 5, health: 4)
Moved: potatobot287 (distance: 89, speed: 3, health: 5)
Moved: paoletti288 (distance: 239, speed: 10, health: 2)
Moved: darden289 (distance: 135, speed: 4, health: 4)
Moved: garcia290 (distance: 261, speed: 3, health: 3)
Moved: fee294 (distance: 227, speed: 5, health: 3)
Moved: darden298 (distance: 117, speed: 3, health: 5)
Moved: garcia299 (distance: 241, speed: 8, health: 3)
Moved: cris300 (distance: 280, speed: 1, health: 3)
Moved: bing301 (distance: 255, speed: 8, health: 5)
Moved: fee303 (distance: 190, speed: 7, health: 2)
Moved: noah304 (distance: 184, speed: 6, health: 3)
Moved: paoletti306 (distance: 206, speed: 3, health: 5)
Moved: garcia308 (distance: 102, speed: 2, health: 1)
Moved: cris309 (distance: 260, speed: 3, health: 5)
Moved: fee312 (distance: 264, speed: 7, health: 1)
Moved: potatobot314 (distance: 125, speed: 2, health: 4)
Moved: paoletti315 (distance: 209, speed: 1, health: 4)
Moved: bing319 (distance: 146, speed: 6, health: 2)
Moved: will320 (distance: 219, speed: 5, health: 2)
Moved: noah322 (distance: 91, speed: 1, health: 1)
Moved: paoletti324 (distance: 281, speed: 2, health: 1)
Moved: darden325 (distance: 174, speed: 6, health: 4)
Moved: garcia326 (distance: 222, speed: 5, health: 3)
Moved: cris327 (distance: 210, speed: 5, health: 5)
Moved: bing328 (distance: 231, speed: 3, health: 4)
Moved: will329 (distance: 229, speed: 1, health: 5)
Moved: fee330 (distance: 220, speed: 8, health: 4)
Moved: potatobot332 (distance: 211, speed: 7, health: 4)
Moved: paoletti333 (distance: 231, speed: 8, health: 5)
Moved: darden334 (distance: 215, speed: 5, health: 2)
Moved: garcia335 (distance: 180, speed: 4, health: 1)
Moved: cris336 (distance: 189, speed: 3, health: 5)
Moved: bing337 (distance: 255, speed: 2, health: 5)
Moved: will338 (distance: 138, speed: 3, health: 4)
Moved: noah340 (distance: 160, speed: 4, health: 4)
Moved: potatobot341 (distance: 212, speed: 2, health: 4)
Moved: garcia344 (distance: 201, speed: 3, health: 4)
Moved: cris345 (distance: 152, speed: 2, health: 1)
Moved: bing346 (distance: 165, speed: 8, health: 5)
Moved: will347 (distance: 160, speed: 7, health: 5)
Moved: fee348 (distance: 151, speed: 4, health: 3)
Moved: paoletti351 (distance: 61, speed: 1, health: 1)
Moved: darden352 (distance: 207, speed: 9, health: 5)
Moved: will356 (distance: 112, speed: 6, health: 4)
Moved: fee357 (distance: 227, speed: 10, health: 5)
Moved: potatobot359 (distance: 257, speed: 7, health: 5)
Moved: paoletti360 (distance: 201, speed: 6, health: 4)
Moved: darden361 (distance: 208, speed: 7, health: 3)
Moved: garcia362 (distance: 234, speed: 1, health: 2)
Moved: cris363 (distance: 160, speed: 7, health: 1)
Moved: will365 (distance: 202, speed: 10, health: 5)
Moved: noah367 (distance: 112, speed: 6, health: 1)
Moved: potatobot368 (distance: 51, speed: 2, health: 5)
Moved: darden370 (distance: 108, speed: 6, health: 1)
Moved: garcia371 (distance: 235, speed: 8, health: 2)
Moved: cris372 (distance: 145, speed: 2, health: 2)
Moved: bing373 (distance: 214, speed: 4, health: 4)
Moved: will374 (distance: 191, speed: 3, health: 4)
Moved: paoletti378 (distance: 57, speed: 2, health: 2)
Moved: darden379 (distance: 137, speed: 5, health: 2)
Moved: cris381 (distance: 246, speed: 7, health: 4)
Moved: bing382 (distance: 211, speed: 1, health: 1)
Moved: will383 (distance: 101, speed: 1, health: 3)
Moved: darden388 (distance: 163, speed: 3, health: 4)
Moved: garcia389 (distance: 118, speed: 3, health: 1)
Moved: will392 (distance: 224, speed: 3, health: 1)
Moved: bing400 (distance: 185, speed: 6, health: 4)
Moved: will401 (distance: 71, speed: 3, health: 4)
Moved: noah403 (distance: 194, speed: 8, health: 5)
Moved: paoletti405 (distance: 180, speed: 6, health: 2)
Moved: darden406 (distance: 270, speed: 3, health: 1)
Moved: bing409 (distance: 153, speed: 6, health: 5)
Moved: will410 (distance: 252, speed: 5, health: 4)
Moved: noah412 (distance: 32, speed: 1, health: 4)
Moved: potatobot413 (distance: 127, speed: 3, health: 2)
Moved: darden415 (distance: 211, speed: 6, health: 2)
Moved: garcia416 (distance: 182, speed: 1, health: 3)
Moved: will419 (distance: 188, speed: 4, health: 3)
Moved: fee420 (distance: 263, speed: 6, health: 4)
Moved: potatobot422 (distance: 179, speed: 3, health: 4)
Moved: paoletti423 (distance: 229, speed: 5, health: 1)
Moved: darden424 (distance: 107, speed: 1, health: 5)
Moved: cris426 (distance: 213, speed: 1, health: 3)
Moved: bing427 (distance: 149, speed: 7, health: 3)
Moved: fee429 (distance: 119, speed: 1, health: 1)
Moved: potatobot431 (distance: 206, speed: 5, health: 3)
Moved: paoletti432 (distance: 68, speed: 3, health: 3)
Moved: garcia434 (distance: 69, speed: 2, health: 2)
Moved: bing436 (distance: 223, speed: 8, health: 1)
Moved: will437 (distance: 259, speed: 8, health: 5)
Moved: fee438 (distance: 281, speed: 3, health: 5)
Moved: noah439 (distance: 63, speed: 3, health: 4)
Moved: potatobot440 (distance: 275, speed: 5, health: 4)
Moved: darden442 (distance: 156, speed: 4, health: 3)
Moved: noah448 (distance: 218, speed: 6, health: 4)
Moved: potatobot449 (distance: 184, speed: 8, health: 1)
Moved: paoletti450 (distance: 202, speed: 5, health: 5)
Moved: darden451 (distance: 247, speed: 4, health: 3)
Moved: garcia452 (distance: 255, speed: 3, health: 3)
Moved: cris453 (distance: 55, speed: 2, health: 3)
Moved: will455 (distance: 274, speed: 4, health: 2)
Moved: fee456 (distance: 246, speed: 4, health: 5)
Moved: noah457 (distance: 152, speed: 8, health: 3)
Moved: potatobot458 (distance: 185, speed: 7, health: 2)
Moved: paoletti459 (distance: 180, speed: 2, health: 2)
Moved: garcia461 (distance: 254, speed: 6, health: 3)
Moved: cris462 (distance: 277, speed: 2, health: 4)
Moved: bing463 (distance: 104, speed: 1, health: 5)
Moved: will464 (distance: 158, speed: 5, health: 4)
Moved: paoletti468 (distance: 176, speed: 9, health: 2)
Moved: darden469 (distance: 150, speed: 2, health: 5)
Moved: bing472 (distance: 206, speed: 10, health: 2)
Moved: will473 (distance: 268, speed: 2, health: 1)
Moved: cris480 (distance: 249, speed: 4, health: 4)
Moved: fee483 (distance: 232, speed: 3, health: 5)
Moved: potatobot485 (distance: 250, speed: 10, health: 4)
Moved: paoletti486 (distance: 221, speed: 8, health: 4)
Moved: darden487 (distance: 208, speed: 7, health: 3)
Moved: cris489 (distance: 143, speed: 3, health: 1)
Moved: bing490 (distance: 188, speed: 3, health: 1)
Moved: fee492 (distance: 215, speed: 2, health: 1)
Moved: noah493 (distance: 87, speed: 4, health: 2)
Moved: garcia497 (distance: 231, speed: 3, health: 5)
Moved: cris498 (distance: 227, speed: 4, health: 1)
Moved: will500 (distance: 81, speed: 4, health: 1)
Moved: fee501 (distance: 211, speed: 10, health: 4)
Moved: potatobot503 (distance: 212, speed: 7, health: 4)
Moved: paoletti504 (distance: 158, speed: 7, health: 5)
Moved: darden505 (distance: 181, speed: 6, health: 4)
Moved: cris507 (distance: 102, speed: 2, health: 5)
Moved: bing508 (distance: 93, speed: 3, health: 1)
Moved: potatobot512 (distance: 208, speed: 1, health: 3)
Moved: paoletti513 (distance: 193, speed: 1, health: 4)
Moved: darden514 (distance: 151, speed: 4, health: 2)
Moved: garcia515 (distance: 180, speed: 3, health: 5)
Moved: cris516 (distance: 88, speed: 3, health: 5)
Moved: will518 (distance: 212, speed: 6, health: 3)
Moved: fee519 (distance: 198, speed: 1, health: 2)
Moved: noah520 (distance: 205, speed: 1, health: 2)
Moved: potatobot521 (distance: 151, speed: 2, health: 3)
Moved: cris525 (distance: 269, speed: 3, health: 4)
Moved: will527 (distance: 251, speed: 4, health: 4)
Moved: potatobot530 (distance: 99, speed: 4, health: 5)
Moved: paoletti531 (distance: 126, speed: 6, health: 3)
Moved: darden532 (distance: 208, speed: 1, health: 2)
Moved: cris534 (distance: 193, speed: 9, health: 4)
Moved: will536 (distance: 249, speed: 3, health: 3)
Moved: fee537 (distance: 203, speed: 3, health: 2)
Moved: noah538 (distance: 191, speed: 6, health: 4)
Moved: potatobot539 (distance: 208, speed: 6, health: 4)
Moved: paoletti540 (distance: 126, speed: 4, health: 2)
Moved: garcia542 (distance: 221, speed: 3, health: 5)
Moved: bing544 (distance: 40, speed: 1, health: 3)
Moved: fee546 (distance: 234, speed: 5, health: 4)
Moved: potatobot548 (distance: 64, speed: 1, health: 3)
Moved: paoletti549 (distance: 203, speed: 4, health: 4)
Moved: darden550 (distance: 163, speed: 5, health: 3)
Moved: garcia551 (distance: 233, speed: 1, health: 5)
Moved: bing553 (distance: 78, speed: 4, health: 3)
Moved: will554 (distance: 139, speed: 5, health: 4)
Moved: potatobot557 (distance: 176, speed: 8, health: 5)
Moved: paoletti558 (distance: 147, speed: 8, health: 4)
Moved: cris561 (distance: 114, speed: 3, health: 2)
Moved: bing562 (distance: 261, speed: 7, health: 2)
Moved: potatobot566 (distance: 145, speed: 4, health: 1)
Moved: paoletti567 (distance: 166, speed: 8, health: 5)
Moved: darden568 (distance: 238, speed: 5, health: 4)
Moved: cris570 (distance: 211, speed: 1, health: 1)
Moved: fee573 (distance: 156, speed: 6, health: 5)
Moved: paoletti576 (distance: 230, speed: 4, health: 5)
Moved: darden577 (distance: 129, speed: 6, health: 1)
Moved: cris579 (distance: 134, speed: 6, health: 3)
Moved: bing580 (distance: 161, speed: 7, health: 3)
Moved: will581 (distance: 281, speed: 4, health: 1)
Moved: fee582 (distance: 229, speed: 7, health: 4)
Moved: potatobot584 (distance: 241, speed: 7, health: 4)
Moved: paoletti585 (distance: 140, speed: 1, health: 4)
Moved: garcia587 (distance: 196, speed: 1, health: 3)
Moved: cris588 (distance: 248, speed: 3, health: 2)
Moved: will590 (distance: 184, speed: 2, health: 1)
Moved: fee591 (distance: 95, speed: 5, health: 4)
Moved: noah592 (distance: 209, speed: 8, health: 1)
Moved: paoletti594 (distance: 100, speed: 5, health: 1)
Moved: darden595 (distance: 137, speed: 1, health: 5)
Moved: cris597 (distance: 211, speed: 10, health: 4)
Moved: garcia605 (distance: 134, speed: 5, health: 5)
Moved: fee609 (distance: 24, speed: 1, health: 5)
Moved: noah610 (distance: 232, speed: 6, health: 5)
Moved: paoletti612 (distance: 191, speed: 7, health: 2)
Moved: darden613 (distance: 196, speed: 7, health: 5)
Moved: garcia614 (distance: 242, speed: 4, health: 5)
Moved: cris615 (distance: 96, speed: 1, health: 2)
Moved: bing616 (distance: 270, speed: 5, health: 1)
Moved: will617 (distance: 123, speed: 3, health: 2)
Moved: fee618 (distance: 232, speed: 3, health: 1)
Moved: darden622 (distance: 257, speed: 2, health: 3)
Moved: garcia623 (distance: 161, speed: 6, health: 3)
Moved: cris624 (distance: 265, speed: 4, health: 5)
Moved: bing625 (distance: 251, speed: 10, health: 2)
Moved: will626 (distance: 245, speed: 8, health: 4)
Moved: fee627 (distance: 215, speed: 1, health: 1)
Moved: noah628 (distance: 272, speed: 7, health: 4)
Moved: darden631 (distance: 188, speed: 6, health: 4)
Moved: garcia632 (distance: 282, speed: 4, health: 3)
Moved: will635 (distance: 120, speed: 2, health: 2)
Moved: fee636 (distance: 141, speed: 1, health: 4)
Moved: paoletti639 (distance: 173, speed: 7, health: 3)
Moved: garcia641 (distance: 192, speed: 7, health: 1)
Moved: bing643 (distance: 163, speed: 2, health: 5)
Moved: will644 (distance: 133, speed: 2, health: 3)
Moved: potatobot647 (distance: 192, speed: 8, health: 2)
Moved: paoletti648 (distance: 274, speed: 3, health: 3)
Moved: darden649 (distance: 116, speed: 4, health: 3)
Moved: garcia650 (distance: 234, speed: 7, health: 3)
Moved: will653 (distance: 169, speed: 8, health: 5)
Moved: fee654 (distance: 270, speed: 4, health: 4)
Moved: potatobot656 (distance: 240, speed: 10, health: 1)
Moved: darden658 (distance: 256, speed: 8, health: 1)
Moved: garcia659 (distance: 251, speed: 1, health: 4)
Moved: bing661 (distance: 140, speed: 4, health: 3)
Moved: will662 (distance: 246, speed: 5, health: 1)
Moved: fee663 (distance: 157, speed: 1, health: 3)
Moved: paoletti666 (distance: 232, speed: 7, health: 1)
Moved: darden667 (distance: 113, speed: 4, health: 4)
Moved: garcia668 (distance: 174, speed: 4, health: 4)
Moved: cris669 (distance: 252, speed: 4, health: 1)
Moved: will671 (distance: 248, speed: 10, health: 5)
Moved: potatobot674 (distance: 241, speed: 7, health: 4)
Moved: darden676 (distance: 64, speed: 2, health: 2)
Moved: garcia677 (distance: 139, speed: 4, health: 1)
Moved: cris678 (distance: 199, speed: 5, health: 1)
Moved: fee681 (distance: 281, speed: 3, health: 3)
Moved: noah682 (distance: 177, speed: 9, health: 1)
Moved: paoletti684 (distance: 228, speed: 1, health: 4)
Moved: darden685 (distance: 213, speed: 8, health: 5)
Moved: garcia686 (distance: 191, speed: 3, health: 3)
Moved: cris687 (distance: 91, speed: 4, health: 2)
Moved: bing688 (distance: 178, speed: 2, health: 2)
Moved: will689 (distance: 208, speed: 10, health: 4)
Moved: fee690 (distance: 175, speed: 4, health: 2)
Moved: potatobot692 (distance: 152, speed: 6, health: 2)
Moved: garcia695 (distance: 53, speed: 2, health: 5)
Moved: cris696 (distance: 140, speed: 1, health: 4)
Moved: noah700 (distance: 166, speed: 1, health: 2)
Moved: paoletti702 (distance: 249, speed: 5, health: 3)
Moved: garcia704 (distance: 222, speed: 7, health: 5)
Moved: cris705 (distance: 179, speed: 4, health: 3)
Moved: noah709 (distance: 225, speed: 9, health: 3)
Moved: potatobot710 (distance: 237, speed: 6, health: 1)
Moved: paoletti711 (distance: 230, speed: 4, health: 1)
Moved: cris714 (distance: 216, speed: 4, health: 5)
Moved: fee717 (distance: 233, speed: 6, health: 3)
Moved: potatobot719 (distance: 231, speed: 6, health: 3)
Moved: paoletti720 (distance: 250, speed: 6, health: 4)
Moved: garcia722 (distance: 83, speed: 1, health: 5)
Moved: noah727 (distance: 243, speed: 3, health: 5)
Moved: potatobot728 (distance: 245, speed: 9, health: 1)
Moved: paoletti729 (distance: 96, speed: 1, health: 1)
Moved: garcia731 (distance: 126, speed: 2, health: 1)
Moved: will734 (distance: 117, speed: 1, health: 5)
Moved: fee735 (distance: 55, speed: 2, health: 5)
Moved: potatobot737 (distance: 169, speed: 6, health: 3)
Moved: paoletti738 (distance: 282, speed: 1, health: 3)
Moved: darden739 (distance: 219, speed: 6, health: 5)
Moved: cris741 (distance: 232, speed: 3, health: 2)
Moved: bing742 (distance: 216, speed: 3, health: 5)
Moved: will743 (distance: 188, speed: 5, health: 5)
Moved: fee744 (distance: 221, speed: 6, health: 3)
Moved: garcia749 (distance: 226, speed: 9, health: 5)
Moved: cris750 (distance: 270, speed: 6, health: 4)
Moved: bing751 (distance: 268, speed: 6, health: 3)
Moved: potatobot755 (distance: 203, speed: 4, health: 3)
Moved: paoletti756 (distance: 215, speed: 3, health: 5)
Moved: darden757 (distance: 240, speed: 9, health: 4)
Moved: garcia758 (distance: 61, speed: 2, health: 5)
Moved: bing760 (distance: 131, speed: 2, health: 2)
Moved: will761 (distance: 147, speed: 3, health: 3)
Moved: fee762 (distance: 241, speed: 1, health: 2)
Moved: noah763 (distance: 182, speed: 2, health: 5)
Moved: potatobot764 (distance: 245, speed: 8, health: 4)
Moved: paoletti765 (distance: 156, speed: 1, health: 5)
Moved: noah772 (distance: 190, speed: 2, health: 4)
Moved: darden775 (distance: 218, speed: 6, health: 4)
Moved: darden784 (distance: 101, speed: 3, health: 4)
Moved: garcia785 (distance: 148, speed: 7, health: 4)
Moved: cris786 (distance: 170, speed: 2, health: 2)
Moved: will788 (distance: 252, speed: 10, health: 4)
Moved: fee789 (distance: 208, speed: 4, health: 3)
Moved: noah790 (distance: 250, speed: 3, health: 3)
Moved: potatobot791 (distance: 293, speed: 1, health: 5)
Moved: paoletti792 (distance: 184, speed: 4, health: 1)
Moved: darden793 (distance: 117, speed: 4, health: 1)
Moved: bing796 (distance: 175, speed: 8, health: 2)
Moved: noah799 (distance: 248, speed: 4, health: 4)
Moved: garcia803 (distance: 211, speed: 5, health: 5)
Moved: bing805 (distance: 243, speed: 10, health: 1)
Moved: will806 (distance: 222, speed: 8, health: 4)
Moved: fee807 (distance: 164, speed: 5, health: 4)
Moved: noah808 (distance: 91, speed: 4, health: 3)
Moved: paoletti810 (distance: 255, speed: 3, health: 5)
Moved: garcia812 (distance: 253, speed: 1, health: 1)
Moved: cris813 (distance: 212, speed: 2, health: 2)
Moved: bing814 (distance: 225, speed: 1, health: 2)
Moved: will815 (distance: 217, speed: 4, health: 1)
Moved: fee816 (distance: 227, speed: 1, health: 4)
Moved: noah817 (distance: 252, speed: 4, health: 3)
Moved: paoletti819 (distance: 269, speed: 6, health: 4)
Moved: garcia821 (distance: 234, speed: 1, health: 2)
Moved: cris822 (distance: 245, speed: 7, health: 3)
Moved: fee825 (distance: 218, speed: 9, health: 5)
Moved: noah826 (distance: 177, speed: 8, health: 3)
Moved: darden829 (distance: 117, speed: 6, health: 4)
Moved: cris831 (distance: 200, speed: 5, health: 2)
Moved: bing832 (distance: 46, speed: 1, health: 1)
Moved: will833 (distance: 109, speed: 3, health: 1)
Moved: noah835 (distance: 80, speed: 1, health: 5)
Moved: potatobot836 (distance: 189, speed: 7, health: 3)
Moved: darden838 (distance: 62, speed: 2, health: 4)
Moved: garcia839 (distance: 261, speed: 4, health: 2)
Moved: cris840 (distance: 113, speed: 3, health: 2)
Moved: will842 (distance: 266, speed: 1, health: 3)
Moved: fee843 (distance: 166, speed: 7, health: 3)
Moved: noah844 (distance: 184, speed: 8, health: 1)
Moved: potatobot845 (distance: 281, speed: 1, health: 1)
Moved: garcia848 (distance: 225, speed: 4, health: 4)
Moved: cris849 (distance: 282, speed: 4, health: 2)
Moved: bing850 (distance: 154, speed: 2, health: 5)
Moved: will851 (distance: 259, speed: 5, health: 4)
